Прізвище,Ім’я По-батькові,Стать,Дата народження,Посада,Місто,Адреса,Телефон,Email
Шамрай,Христина Ігорівна,Жіноча,1970-05-22,Доцент,місто Липовець,"провулок Соляний 7-й, буд. 369 кв. 53, Одеса, 78542",+380 93 245-27-79,davydiemets@example.com
Шамрай,Стефан Юрійович,Чоловіча,1953-02-01,Краєзнавець,хутір Ананьїв,"парк Гвоздичний, буд. 20, Глобине, 30610",+380 13 033-73-40,suprunenkoalevtyn@example.com
Ребрик,Василь Ігорович,Чоловіча,1963-08-02,Етнограф,селище Стебник,"шосе Берегова, буд. 8 кв. 9, Гола Пристань, 68880",758 16 51,symon15@example.net
Верхола,Святослава Павлівна,Жіноча,1960-06-22,Археолог,хутір Мелітополь,"шосе Різовська, буд. 3 кв. 73, Чернівці, 25375",+380 97 145-47-98,liubovkovpak@example.org
Данильчук,Світлана Миколаївна,Жіноча,1985-02-04,Педагог,селище Путивль,"площа Рівний, буд. 2, Біла Церква, 89893",660-37-23,iosypzhadan@example.org
Охримович,Ілля Ярославович,Чоловіча,1994-09-30,Бібліограф,місто Мена,"площа Жасминна, буд. 486 кв. 9, Тячів, 32832",+380 36 897 97 52,nadiia91@example.net
Шахрай,Марія Петрівна,Жіноча,2004-06-01,Юрист,місто Балаклія,"парк Зої Пасічної, буд. 642 кв. 1, Глухів, 88819",+380 (66) 955-26-28,xadamenko@example.com
Пустовіт,Миколай Ярославович,Чоловіча,1999-06-14,Державний службовець,хутір Кодима,"узвіз Басейна, буд. 44 кв. 59, Болехів, 60184",316 87 73,ustenkomariia@example.net
Баран,Світлана Олександрівна,Жіноча,1982-02-03,Ветеринар,село Бахчисарай,"узвіз Овідіопольська дорога, буд. 272 кв. 29, Шахтарськ, 83039",+380 31 460-66-75,alina20@example.com
Парасюк,Марія Георгіївна,Жіноча,1943-07-29,Головний меркшейдер,місто Рубіжне,"вулиця Сімферопольська, буд. 85 кв. 33, Ходорів, 16972",+380 32 186-06-61,yparasiuk@example.net
Гузенко,Стефан Степанович,Чоловіча,1983-07-01,Водій,місто Дунаївці,"сквер Тіниста, буд. 3, Новодружеськ, 73490",041 271 47 84,svitlana73@example.net
Зарудна,Амвросій Васильович,Чоловіча,1955-07-11,Детектив,місто Білицьке,"проспект Академіка Липського, буд. 45, Ромни, 60823",+380 (44) 938-65-87,bohdanhabelko@example.org
Іванченко,Віолетта Олександрівна,Жіноча,1999-06-20,Доцент,хутір Попасна,"сквер Школярський, буд. 589, Апостолове, 20578",049 624 97 60,maryna89@example.com
Зубко,Демид Георгійович,Чоловіча,1948-04-16,Хімік,місто Пирятин,"шосе Серединський, буд. 353 кв. 677, Овруч, 01312",+380 08 926-30-01,ihaidamaka@example.com
Дрозд,Маруся Степанівна,Жіноча,1999-01-30,Реабілітолог,селище Волноваха,"проспект Каштанова, буд. 1, Яготин, 05393",+380 67 511-93-92,rzabara@example.org
Тичина,Віолетта Миколаївна,Жіноча,1995-09-06,Кур'єр,селище Нетішин,"сквер Баринштейна, буд. 6, Макіївка, 07359",+380 97 538-92-18,zzasenko@example.com
Засенко,Віктор Ігорович,Чоловіча,1987-12-20,Епідеміолог,селище Герца,"парк Наявний 2-й, буд. 792 кв. 015, Кобеляки, 44072",+380 (67) 779-63-81,tetiana79@example.org
Верес,Марʼяна Ігорівна,Жіноча,1957-05-29,Намотувальник,хутір Тернівка,"набережна Клинова, буд. 136 кв. 6, Добропілля, 74069",050 823 21 04,fzhurba@example.com
Вертипорох,Богодар Вікторович,Чоловіча,1983-09-09,Геолог,селище Старий Крим,"провулок Лінія 25-та, буд. 886, Армянськ, 79178",+380 (73) 060-78-60,vvasylevych@example.net
Харченко,Соломія Ігорівна,Жіноча,1989-02-11,Паралегал,хутір Чигирин,"узвіз Лятошинського, буд. 563 кв. 7, Сарни, 25353",+380 74 484-62-61,maryna42@example.net
Атрощенко,Оксенія Миколаївна,Жіноча,1983-04-03,Лікар,село Кам'янка-Бузька,"узвіз Наклонна, буд. 32 кв. 98, Світловодськ, 99993",004 410 14 18,ipryimak@example.com
Хомик,Пилип Юрійович,Чоловіча,1966-03-15,Сценарист,місто Луцьк,"парк Максима Чайки, буд. 54, Шептицький, 75891",067 764-96-27,irynavernyhora@example.org
Влох,Йосип Іванович,Чоловіча,1948-04-11,Електрик,село Рахів,"провулок Агрономічний, буд. 275 кв. 138, Долинська, 63181",606 44 12,gbaranets@example.com
Демʼяненко,Орхип Богданович,Чоловіча,1949-10-27,Етнограф,селище Світлодарськ,"проспект Дніпровська, буд. 30 кв. 28, Іловайськ, 99845",029 371 16 41,eduardsachenko@example.com
Корж,Михайло Миколайович,Чоловіча,1962-02-13,Бібліограф,село Новомиргород,"сквер Петра Лещенка, буд. 59, Каховка, 50987",388 69 10,xhavrylets@example.net
Адамчук,Феофан Васильович,Чоловіча,1971-02-20,Футболіст,хутір Карлівка,"сквер Георгія Липського, буд. 6 кв. 76, Самбір, 56594",801-86-13,mfranchuk@example.com
Ющенко,Орест Дмитрович,Чоловіча,1971-08-29,Журналіст,селище Винники,"шосе Вапняний 3-й, буд. 3 кв. 77, Пирятин, 51492",038 305-52-80,avrelii58@example.com
Петренко,Одарка Павлівна,Жіноча,1979-10-21,Реставратор,місто Камінь-Каширський,"сквер Приморський, буд. 8, Яготин, 38995",010 531 69 24,amvrosii28@example.com
Ярош,Герман Георгійович,Чоловіча,1959-01-12,Підприємець,хутір Здолбунів,"сквер Аграрна, буд. 186 кв. 648, Бердянськ, 51440",045 033 56 02,demiandeineka@example.net
Бандера,Максим Георгійович,Чоловіча,1961-07-09,Епідеміолог,селище Тетіїв,"узвіз Лиманний, буд. 4, Гадяч, 56694",007 88 25,cmykhailychenko@example.org
Мазур,Оксана Тарасівна,Жіноча,1956-04-29,Флорист,селище Горлівка,"шосе Василя Кандинського 3-й, буд. 1, Шаргород, 99643",943 96 78,wshakhrai@example.com
Валенко,Ада Ігорівна,Жіноча,2007-09-12,Швачка,хутір Вознесенськ,"вулиця Мелодійний, буд. 69, Прилуки, 52891",077 255-68-34,vitaliichumak@example.net
Охримович,Ірена Артемівна,Жіноча,1997-12-17,Доцент,село Калинівка,"парк Пересипська 10-та, буд. 7, Остер, 98524",682-55-30,zakharbandurka@example.net
Шовкопляс,Марʼяна Андріївна,Жіноча,1950-07-07,Клоун,селище Оріхів,"вулиця Квітковий, буд. 41 кв. 693, Устилуг, 34978",330-00-86,solomonzabara@example.net
Ковпак,Віра Артемівна,Жіноча,1975-06-29,Археолог,село Харцизьк,"площа 8-ма Лінія 6-й ст. Люстдорфської дороги, буд. 0, Умань, 65144",073 685 45 88,marianamazepa@example.org
Павленко,Надія Степанівна,Жіноча,1970-11-09,Геофізик,хутір Кобеляки,"узвіз Щіпний, буд. 343 кв. 22, Петрово-Красносілля, 24216",788-76-62,tymofii13@example.net
Фаренюк,Наталія Сергіївна,Жіноча,1944-02-08,Єгер,селище Золотоноша,"узвіз Західний 4-й, буд. 0 кв. 6, Дніпрорудне, 09725",+380 (97) 057-86-88,snizhanavovk@example.net
Ємець,Андрій Тарасович,Чоловіча,1940-06-16,Дипломат,місто Лозова,"шосе Локомотивний 4-й, буд. 72 кв. 2, Дубровиця, 15687",529 50 28,saliiirena@example.net
Стельмах,Орися Степанівна,Жіноча,1981-04-14,Юрист,місто Бердянськ,"провулок Назарівська, буд. 726, Красноперекопськ, 54960",+380 59 836-89-84,panas08@example.org
Саченко,Климент Іванович,Чоловіча,2002-06-19,Будник,місто Лебедин,"вулиця Пересипський узвіз, буд. 053, Покровськ, 68869",011 842-64-04,bashpolchenkostanislav@example.com
